srid,proj4text,srtext,sqkm
4308,+proj=longlat +ellps=bessel +no_defs ,"GEOGCS[""RT38"",DATUM[""Stockholm_1938"",SPHEROID[""Bessel 1841"",6377397.155,299.1528128,AUTHORITY[""EPSG"",""7004""]],AUTHORITY[""EPSG"",""6308""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4308""]]",217.043093823002
4309,"+proj=longlat +ellps=intl +towgs84=-155,171,37,0,0,0,0 +no_defs ","GEOGCS[""Yacare"",DATUM[""Yacare"",SPHEROID[""International 1924"",6378388,297,AUTHORITY[""EPSG"",""7022""]],TOWGS84[-155,171,37,0,0,0,0],AUTHORITY[""EPSG"",""6309""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4309""]]",217.045946371076
4310,+proj=longlat +a=6378249.2 +b=6356515 +no_defs ,"GEOGCS[""Yoff"",DATUM[""Yoff"",SPHEROID[""Clarke 1880 (IGN)"",6378249.2,293.4660212936265,AUTHORITY[""EPSG"",""7011""]],AUTHORITY[""EPSG"",""6310""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4310""]]",217.043093823002
4311,"+proj=longlat +ellps=intl +towgs84=-265,120,-358,0,0,0,0 +no_defs ","GEOGCS[""Zanderij"",DATUM[""Zanderij"",SPHEROID[""International 1924"",6378388,297,AUTHORITY[""EPSG"",""7022""]],TOWGS84[-265,120,-358,0,0,0,0],AUTHORITY[""EPSG"",""6311""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4311""]]",217.057239264906
4312,"+proj=longlat +ellps=bessel +towgs84=577.326,90.129,463.919,5.137,1.474,5.297,2.4232 +no_defs ","GEOGCS[""MGI"",DATUM[""Militar_Geographische_Institute"",SPHEROID[""Bessel 1841"",6377397.155,299.1528128,AUTHORITY[""EPSG"",""7004""]],TOWGS84[577.326,90.129,463.919,5.137,1.474,5.297,2.4232],AUTHORITY[""EPSG"",""6312""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4312""]]",217.043021057913
4313,"+proj=longlat +ellps=intl +towgs84=-106.869,52.2978,-103.724,0.3366,-0.457,1.8422,1.2747 +no_defs ","GEOGCS[""Belge 1972"",DATUM[""Reseau_National_Belge_1972"",SPHEROID[""International 1924"",6378388,297,AUTHORITY[""EPSG"",""7022""]],TOWGS84[-106.869,52.2978,-103.724,0.3366,-0.457,1.8422,1.2747],AUTHORITY[""EPSG"",""6313""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4313""]]",217.047816284396
4314,"+proj=longlat +ellps=bessel +towgs84=598.1,73.7,418.2,0.202,0.045,-2.455,6.7 +no_defs ","GEOGCS[""DHDN"",DATUM[""Deutsches_Hauptdreiecksnetz"",SPHEROID[""Bessel 1841"",6377397.155,299.1528128,AUTHORITY[""EPSG"",""7004""]],TOWGS84[598.1,73.7,418.2,0.202,0.045,-2.455,6.7],AUTHORITY[""EPSG"",""6314""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4314""]]",217.044758243954
4315,"+proj=longlat +a=6378249.2 +b=6356515 +towgs84=-23,259,-9,0,0,0,0 +no_defs ","GEOGCS[""Conakry 1905"",DATUM[""Conakry_1905"",SPHEROID[""Clarke 1880 (IGN)"",6378249.2,293.4660212936265,AUTHORITY[""EPSG"",""7011""]],TOWGS84[-23,259,-9,0,0,0,0],AUTHORITY[""EPSG"",""6315""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4315""]]",217.058190449124
4316,"+proj=longlat +ellps=intl +towgs84=103.25,-100.4,-307.19,0,0,0,0 +no_defs ","GEOGCS[""Dealul Piscului 1930"",DATUM[""Dealul_Piscului_1930"",SPHEROID[""International 1924"",6378388,297,AUTHORITY[""EPSG"",""7022""]],TOWGS84[103.25,-100.4,-307.19,0,0,0,0],AUTHORITY[""EPSG"",""6316""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4316""]]",217.055282490381
4317,"+proj=longlat +ellps=krass +towgs84=28,-121,-77,0,0,0,0 +no_defs ","GEOGCS[""Dealul Piscului 1970"",DATUM[""Dealul_Piscului_1970"",SPHEROID[""Krassowsky 1940"",6378245,298.3,AUTHORITY[""EPSG"",""7024""]],TOWGS84[28,-121,-77,0,0,0,0],AUTHORITY[""EPSG"",""6317""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4317""]]",217.041576300166
4318,"+proj=longlat +ellps=WGS84 +towgs84=-3.2,-5.7,2.8,0,0,0,0 +no_defs ","GEOGCS[""NGN"",DATUM[""National_Geodetic_Network"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],TOWGS84[-3.2,-5.7,2.8,0,0,0,0],AUTHORITY[""EPSG"",""6318""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4318""]]",217.042626490266
4319,"+proj=longlat +ellps=GRS80 +towgs84=-20.8,11.3,2.4,0,0,0,0 +no_defs ","GEOGCS[""KUDAMS"",DATUM[""Kuwait_Utility"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],TOWGS84[-20.8,11.3,2.4,0,0,0,0],AUTHORITY[""EPSG"",""6319""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4319""]]",217.042929408157
4322,"+proj=longlat +ellps=WGS72 +towgs84=0,0,4.5,0,0,0.554,0.2263 +no_defs ","GEOGCS[""WGS 72"",DATUM[""WGS_1972"",SPHEROID[""WGS 72"",6378135,298.26,AUTHORITY[""EPSG"",""7043""]],TOWGS84[0,0,4.5,0,0,0.554,0.2263],AUTHORITY[""EPSG"",""6322""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4322""]]",217.042901749766
4324,"+proj=longlat +ellps=WGS72 +towgs84=0,0,1.9,0,0,0.814,-0.38 +no_defs ","GEOGCS[""WGS 72BE"",DATUM[""WGS_1972_Transit_Broadcast_Ephemeris"",SPHEROID[""WGS 72"",6378135,298.26,AUTHORITY[""EPSG"",""7043""]],TOWGS84[0,0,1.9,0,0,0.814,-0.38],AUTHORITY[""EPSG"",""6324""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4324""]]",217.043011416825
4326,+proj=longlat +datum=WGS84 +no_defs ,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]",217.043093823002
4414,"+proj=tmerc +lat_0=13.5 +lon_0=144.75 +k=1 +x_0=100000 +y_0=200000 +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs ","PROJCS[""NAD83(HARN) / Guam Map Grid"",GEOGCS[""NAD83(HARN)"",DATUM[""NAD83_High_Accuracy_Regional_Network"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY[""EPSG"",""6152""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4152""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",13.5],PARAMETER[""central_meridian"",144.75],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",100000],PARAMETER[""false_northing"",200000],AUTHORITY[""EPSG"",""4414""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]",2.23529214846041e-08
4415,"+proj=lcc +lat_1=-6.5 +lat_2=-11.5 +lat_0=-9 +lon_0=26 +x_0=500000 +y_0=500000 +ellps=clrk66 +towgs84=-103.746,-9.614,-255.95,0,0,0,0 +units=m +no_defs ","PROJCS[""Katanga 1955 / Katanga Lambert"",GEOGCS[""Katanga 1955"",DATUM[""Katanga_1955"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],TOWGS84[-103.746,-9.614,-255.95,0,0,0,0],AUTHORITY[""EPSG"",""6695""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4695""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",-6.5],PARAMETER[""standard_parallel_2"",-11.5],PARAMETER[""latitude_of_origin"",-9],PARAMETER[""central_meridian"",26],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",500000],AUTHORITY[""EPSG"",""4415""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]",2.22638105928066e-08
4417,"+proj=tmerc +lat_0=0 +lon_0=21 +k=1 +x_0=7500000 +y_0=0 +ellps=krass +towgs84=26,-121,-78,0,0,0,0 +units=m +no_defs ","PROJCS[""Pulkovo 1942(83) / 3-degree Gauss-Kruger zone 7"",GEOGCS[""Pulkovo 1942(83)"",DATUM[""Pulkovo_1942_83"",SPHEROID[""Krassowsky 1940"",6378245,298.3,AUTHORITY[""EPSG"",""7024""]],TOWGS84[26,-121,-78,0,0,0,0],AUTHORITY[""EPSG"",""6178""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4178""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",21],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",7500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""4417""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",6.51644670650916e-09
4434,"+proj=tmerc +lat_0=0 +lon_0=24 +k=1 +x_0=8500000 +y_0=0 +ellps=krass +towgs84=26,-121,-78,0,0,0,0 +units=m +no_defs ","PROJCS[""Pulkovo 1942(83) / 3-degree Gauss-Kruger zone 8"",GEOGCS[""Pulkovo 1942(83)"",DATUM[""Pulkovo_1942_83"",SPHEROID[""Krassowsky 1940"",6378245,298.3,AUTHORITY[""EPSG"",""7024""]],TOWGS84[26,-121,-78,0,0,0,0],AUTHORITY[""EPSG"",""6178""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4178""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",24],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",8500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""4434""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",4.15356414073397e-09
4437,"+proj=lcc +lat_1=18.43333333333333 +lat_2=18.03333333333333 +lat_0=17.83333333333333 +lon_0=-66.43333333333334 +x_0=200000 +y_0=200000 +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs ","PROJCS[""NAD83(NSRS2007) / Puerto Rico and Virgin Is."",GEOGCS[""NAD83(NSRS2007)"",DATUM[""NAD83_National_Spatial_Reference_System_2007"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY[""EPSG"",""6759""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4759""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",18.43333333333333],PARAMETER[""standard_parallel_2"",18.03333333333333],PARAMETER[""latitude_of_origin"",17.83333333333333],PARAMETER[""central_meridian"",-66.43333333333334],PARAMETER[""false_easting"",200000],PARAMETER[""false_northing"",200000],AUTHORITY[""EPSG"",""4437""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]",2.2325663748695e-08
4455,+proj=lcc +lat_1=40.96666666666667 +lat_2=39.93333333333333 +lat_0=39.33333333333334 +lon_0=-77.75 +x_0=609601.2192024384 +y_0=0 +datum=NAD27 +units=us-ft +no_defs ,"PROJCS[""NAD27 / Pennsylvania South"",GEOGCS[""NAD27"",DATUM[""North_American_Datum_1927"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6267""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4267""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",40.96666666666667],PARAMETER[""standard_parallel_2"",39.93333333333333],PARAMETER[""latitude_of_origin"",39.33333333333334],PARAMETER[""central_meridian"",-77.75],PARAMETER[""false_easting"",2000000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""4455""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]",2.07623181294231e-09
4456,+proj=lcc +lat_1=41.03333333333333 +lat_2=40.66666666666666 +lat_0=40.5 +lon_0=-74 +x_0=609601.2192024384 +y_0=30480.06096012192 +datum=NAD27 +units=us-ft +no_defs ,"PROJCS[""NAD27 / New York Long Island"",GEOGCS[""NAD27"",DATUM[""North_American_Datum_1927"",SPHEROID[""Clarke 1866"",6378206.4,294.9786982139006,AUTHORITY[""EPSG"",""7008""]],AUTHORITY[""EPSG"",""6267""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4267""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",41.03333333333333],PARAMETER[""standard_parallel_2"",40.66666666666666],PARAMETER[""latitude_of_origin"",40.5],PARAMETER[""central_meridian"",-74],PARAMETER[""false_easting"",2000000],PARAMETER[""false_northing"",100000],AUTHORITY[""EPSG"",""4456""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]",2.07681547986128e-09
4457,"+proj=lcc +lat_1=45.68333333333333 +lat_2=44.41666666666666 +lat_0=43.83333333333334 +lon_0=-100 +x_0=600000 +y_0=0 +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=us-ft +no_defs ","PROJCS[""NAD83 / South Dakota North (ftUS)"",GEOGCS[""NAD83"",DATUM[""North_American_Datum_1983"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY[""EPSG"",""6269""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4269""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",45.68333333333333],PARAMETER[""standard_parallel_2"",44.41666666666666],PARAMETER[""latitude_of_origin"",43.83333333333334],PARAMETER[""central_meridian"",-100],PARAMETER[""false_easting"",1968500],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""4457""],AXIS[""X"",EAST],AXIS[""Y"",NORTH]]",2.07608699302964e-09
4462,+proj=lcc +lat_1=-18 +lat_2=-36 +lat_0=-27 +lon_0=132 +x_0=0 +y_0=0 +datum=WGS84 +units=m +no_defs ,"PROJCS[""WGS 84 / Australian Centre for Remote Sensing Lambert"",GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",-18],PARAMETER[""standard_parallel_2"",-36],PARAMETER[""latitude_of_origin"",-27],PARAMETER[""central_meridian"",132],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""4462""],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",2.29166440259482e-08
4463,"+proj=longlat +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +no_defs ","GEOGCS[""RGSPM06"",DATUM[""Reseau_Geodesique_de_Saint_Pierre_et_Miquelon_2006"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY[""EPSG"",""1038""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4463""]]",217.043093824079
4467,"+proj=utm +zone=21 +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs ","PROJCS[""RGSPM06 / UTM zone 21N"",GEOGCS[""RGSPM06"",DATUM[""Reseau_Geodesique_de_Saint_Pierre_et_Miquelon_2006"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY[""EPSG"",""1038""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4463""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-57],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""4467""],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",2.22383134560323e-08
4470,"+proj=longlat +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +no_defs ","GEOGCS[""RGM04"",DATUM[""Reseau_Geodesique_de_Mayotte_2004"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY[""EPSG"",""1036""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4470""]]",217.043093824079
4474,"+proj=utm +zone=38 +south +ellps=intl +towgs84=-382,-59,-262,0,0,0,0 +units=m +no_defs ","PROJCS[""Cadastre 1997 / UTM zone 38S"",GEOGCS[""Combani 1950"",DATUM[""Combani_1950"",SPHEROID[""International 1924"",6378388,297,AUTHORITY[""EPSG"",""7022""]],TOWGS84[-382,-59,-262,0,0,0,0],AUTHORITY[""EPSG"",""6632""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4632""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",45],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",10000000],AUTHORITY[""EPSG"",""4474""],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",0
4475,"+proj=longlat +ellps=intl +towgs84=-381.788,-57.501,-256.673,0,0,0,0 +no_defs ","GEOGCS[""Cadastre 1997"",DATUM[""Cadastre_1997"",SPHEROID[""International 1924"",6378388,297,AUTHORITY[""EPSG"",""7022""]],TOWGS84[-381.788,-57.501,-256.673,0,0,0,0],AUTHORITY[""EPSG"",""1037""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4475""]]",217.041612107236
4483,"+proj=longlat +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +no_defs ","GEOGCS[""Mexican Datum of 1993"",DATUM[""Mexican_Datum_of_1993"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY[""EPSG"",""1042""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4483""]]",217.043093824079
4484,"+proj=utm +zone=11 +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs ","PROJCS[""Mexican Datum of 1993 / UTM zone 11N"",GEOGCS[""Mexican Datum of 1993"",DATUM[""Mexican_Datum_of_1993"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY[""EPSG"",""1042""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4483""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-117],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""4484""],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",2.22383135086872e-08
4485,"+proj=utm +zone=12 +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs ","PROJCS[""Mexican Datum of 1993 / UTM zone 12N"",GEOGCS[""Mexican Datum of 1993"",DATUM[""Mexican_Datum_of_1993"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY[""EPSG"",""1042""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4483""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""4485""],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",2.22383135295287e-08
4486,"+proj=utm +zone=13 +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs ","PROJCS[""Mexican Datum of 1993 / UTM zone 13N"",GEOGCS[""Mexican Datum of 1993"",DATUM[""Mexican_Datum_of_1993"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY[""EPSG"",""1042""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4483""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-105],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""4486""],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",2.22383133041182e-08
4487,"+proj=utm +zone=14 +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs ","PROJCS[""Mexican Datum of 1993 / UTM zone 14N"",GEOGCS[""Mexican Datum of 1993"",DATUM[""Mexican_Datum_of_1993"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY[""EPSG"",""1042""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4483""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-99],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""4487""],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",2.22383133102545e-08
